date,home_team,away_team,neutral,tournament,result,H_matches_played,H_wins,H_draws,H_losses,H_goals_scored,H_goals_conceded,H_goal_diff,H_points,A_matches_played,A_wins,A_draws,A_losses,A_goals_scored,A_goals_conceded,A_goal_diff,A_points,is_neutral,is_competitive
2017-06-27,Åland Islands,Shetland,True,Island Games,H,10,2,4,4,1.2,1.8,-0.6,1.0,10,4,1,5,2.0,1.9,0.1,1.3,1,1
2017-06-27,Hitra,Falkland Islands,True,Island Games,H,6,1,0,5,1.5,3.3333333333333335,-1.8333333333333333,0.5,10,3,0,7,1.3,3.7,-2.4,0.9,1,1
2017-06-27,Isle of Man,Ynys Môn,True,Island Games,H,10,7,1,2,4.0,1.1,2.9,2.2,10,5,1,4,2.4,2.1,0.3,1.6,1,1
2017-06-28,Zimbabwe,Madagascar,True,COSAFA Cup,D,10,4,4,2,1.6,0.9,0.7,1.6,10,5,2,3,1.3,1.3,0.0,1.7,1,1
2017-06-28,Portugal,Chile,True,Confederations Cup,D,10,8,1,1,3.5,0.6,2.9,2.5,10,4,4,2,1.5,0.9,0.6,1.6,1,1
2017-06-28,Seychelles,Mozambique,True,COSAFA Cup,A,10,1,0,9,0.5,2.5,-2.0,0.3,10,4,1,5,0.6,1.2,-0.6,1.3,1,1
2017-06-28,Saint Lucia,Saint Vincent and the Grenadines,True,Windward Islands Tournament,H,10,3,0,7,1.2,1.8,-0.6,0.9,10,1,1,8,1.3,4.1,-2.8,0.4,1,1
2017-06-29,Malawi,Angola,True,COSAFA Cup,D,10,4,2,4,0.7,0.8,-0.1,1.4,10,1,4,5,0.4,1.4,-1.0,0.7,1,1
2017-06-29,Tanzania,Mauritius,True,COSAFA Cup,D,10,3,4,3,0.9,1.0,-0.1,1.3,10,1,2,7,0.3,1.6,-1.3,0.5,1,1
2017-06-29,Germany,Mexico,True,Confederations Cup,H,10,7,3,0,3.0,0.6,2.4,2.4,10,7,2,1,1.8,0.8,1.0,2.3,1,1
2017-06-29,Saare County,Frøya,True,Island Games,H,10,2,3,5,1.5,2.2,-0.7,0.9,10,1,1,8,0.9,5.8,-4.9,0.4,1,1
2017-06-29,Falkland Islands,Alderney,True,Island Games,A,10,2,0,8,1.2,3.8,-2.6,0.6,10,0,0,10,0.5,4.5,-4.0,0.0,1,1
2017-06-29,Guernsey,Isle of Man,True,Island Games,A,10,7,2,1,2.0,0.5,1.5,2.3,10,7,1,2,3.8,1.1,2.7,2.2,1,1
2017-06-29,Ynys Môn,Åland Islands,True,Island Games,A,10,5,1,4,2.4,2.1,0.3,1.6,10,3,3,4,1.1,1.6,-0.5,1.2,1,1
2017-06-29,Orkney,Shetland,True,Island Games,H,10,2,0,8,1.1,2.9,-1.8,0.6,10,4,1,5,2.0,1.9,0.1,1.3,1,1
2017-06-29,Hitra,Western Isles,True,Island Games,D,7,2,0,5,1.5714285714285714,3.0,-1.4285714285714286,0.8571428571428571,10,3,0,7,0.9,3.3,-2.4,0.9,1,1
2017-06-29,Gotland,Jersey,False,Island Games,A,10,3,0,7,2.9,2.1,0.8,0.9,10,6,1,3,1.7,1.0,0.7,1.9,0,1
2017-06-29,Greenland,Menorca,True,Island Games,D,10,7,2,1,3.5,0.7,2.8,2.3,10,6,3,1,2.5,1.2,1.3,2.1,1,1
2017-06-30,Dominica,Barbados,True,Windward Islands Tournament,H,10,3,2,5,1.6,1.8,-0.2,1.1,10,4,0,6,1.1,1.6,-0.5,1.2,1,1
2017-06-30,Mozambique,Madagascar,True,COSAFA Cup,A,10,5,1,4,0.8,1.2,-0.4,1.6,10,5,3,2,1.2,1.1,0.1,1.8,1,1
2017-06-30,Zimbabwe,Seychelles,True,COSAFA Cup,H,10,3,5,2,1.5,0.9,0.6,1.4,10,1,0,9,0.6,2.5,-1.9,0.3,1,1
2017-06-30,Menorca,Guernsey,True,Island Games,A,10,5,4,1,2.3,1.1,1.2,1.9,10,6,2,2,2.0,0.9,1.1,2.0,1,1
2017-06-30,Greenland,Isle of Man,True,Island Games,A,10,6,3,1,2.4,0.8,1.6,2.1,10,8,1,1,4.1,1.2,2.9,2.5,1,1
2017-07-01,Gambia,Guinea-Bissau,False,Friendly,D,10,1,3,6,0.5,1.4,-0.9,0.6,10,4,1,5,1.0,1.4,-0.4,1.3,0,0
2017-07-01,Botswana,Zambia,True,COSAFA Cup,A,10,1,3,6,0.8,1.5,-0.7,0.6,10,2,4,4,0.6,0.8,-0.2,1.0,1,1
2017-07-01,United States,Ghana,False,Friendly,H,10,4,4,2,1.8,0.9,0.9,1.6,10,4,2,4,1.1,0.9,0.2,1.4,0,0
2017-07-01,Namibia,Lesotho,True,COSAFA Cup,D,10,4,1,5,1.0,1.1,-0.1,1.3,10,4,2,4,1.2,1.4,-0.2,1.4,1,1
2017-07-01,Mexico,Paraguay,True,Friendly,H,10,6,2,2,1.8,1.2,0.6,2.0,10,3,0,7,0.6,2.1,-1.5,0.9,1,0
2017-07-02,Chile,Germany,True,Confederations Cup,A,10,4,4,2,1.4,0.8,0.6,1.6,10,7,3,0,3.2,0.7,2.5,2.4,1,1
2017-07-02,Portugal,Mexico,True,Confederations Cup,H,10,7,2,1,2.9,0.6,2.3,2.3,10,6,2,2,1.8,1.3,0.5,2.0,1,1
2017-07-02,South Africa,Tanzania,False,COSAFA Cup,A,10,4,5,1,1.4,0.9,0.5,1.7,10,3,4,3,0.9,1.0,-0.1,1.3,0,1
2017-07-02,Eswatini,Zimbabwe,True,COSAFA Cup,A,10,4,3,3,1.0,1.2,-0.2,1.5,10,3,5,2,1.8,0.9,0.9,1.4,1,1
2017-07-03,Grenada,Saint Vincent and the Grenadines,False,Friendly,H,10,3,1,6,1.2,1.7,-0.5,1.0,10,1,0,9,1.0,3.9,-2.9,0.3,0,0
2017-07-03,Barbados,Saint Lucia,True,Windward Islands Tournament,D,10,3,0,7,0.8,1.8,-1.0,0.9,10,4,0,6,1.4,1.8,-0.4,1.2,1,1
2017-07-04,Saint Vincent and the Grenadines,Barbados,True,Friendly,H,10,0,0,10,1.1,4.3,-3.2,0.0,10,3,1,6,0.8,1.6,-0.8,1.0,1,0
2017-07-04,South Africa,Botswana,False,COSAFA Cup,H,10,3,5,2,1.1,0.8,0.3,1.4,10,0,3,7,0.7,1.6,-0.9,0.3,0,1
2017-07-04,Saint Lucia,Dominica,True,Windward Islands Tournament,D,10,3,1,6,1.3,1.9,-0.6,1.0,10,4,2,4,1.8,1.8,0.0,1.4,1,1
2017-07-04,Namibia,Eswatini,True,COSAFA Cup,H,10,4,2,4,1.0,1.0,0.0,1.4,10,4,3,3,1.1,1.0,0.1,1.5,1,1
2017-07-05,Zambia,Tanzania,True,COSAFA Cup,H,10,3,4,3,0.8,0.8,0.0,1.3,10,4,3,3,0.9,0.9,0.0,1.5,1,1
2017-07-05,Lesotho,Zimbabwe,True,COSAFA Cup,A,10,4,3,3,1.1,1.2,-0.1,1.5,10,4,4,2,2.0,1.0,1.0,1.6,1,1
2017-07-06,Dominica,Saint Vincent and the Grenadines,True,Windward Islands Tournament,D,10,3,3,4,1.5,1.6,-0.1,1.2,10,1,0,9,1.4,4.3,-2.9,0.3,1,1
2017-07-06,Grenada,Barbados,False,Windward Islands Tournament,A,10,4,1,5,1.6,1.8,-0.2,1.3,10,2,1,7,0.8,2.0,-1.2,0.7,0,1
2017-07-07,South Africa,Namibia,False,COSAFA Cup,H,10,4,4,2,1.2,0.7,0.5,1.6,10,5,2,3,1.1,0.8,0.3,1.7,0,1
2017-07-07,French Guiana,Canada,True,Gold Cup,A,10,6,1,3,2.1,1.0,1.1,1.9,10,5,2,3,1.8,1.5,0.3,1.7,1,1
2017-07-07,Honduras,Costa Rica,True,Gold Cup,A,10,4,3,3,1.3,1.9,-0.6,1.5,10,6,2,2,1.9,0.9,1.0,2.0,1,1
2017-07-07,Tanzania,Lesotho,True,COSAFA Cup,D,10,4,3,3,1.1,1.1,0.0,1.5,10,3,3,4,1.1,1.6,-0.5,1.2,1,1
2017-07-08,Guinea-Bissau,Gambia,False,Friendly,A,10,4,2,4,0.9,1.1,-0.2,1.4,10,1,4,5,0.5,1.3,-0.8,0.7,0,0
2017-07-08,Martinique,Nicaragua,True,Gold Cup,H,10,5,1,4,1.7,1.0,0.7,1.6,10,2,1,7,0.9,1.5,-0.6,0.7,1,1
2017-07-08,United States,Panama,False,Gold Cup,D,10,4,4,2,1.6,1.0,0.6,1.6,10,3,4,3,0.8,0.8,0.0,1.3,0,1
2017-07-09,Curaçao,Jamaica,True,Gold Cup,A,10,7,2,1,2.7,1.0,1.7,2.3,10,1,1,8,0.4,1.9,-1.5,0.4,1,1
2017-07-09,Mexico,El Salvador,True,Gold Cup,H,10,5,2,3,1.8,1.5,0.3,1.7,10,2,2,6,1.1,2.2,-1.1,0.8,1,1
2017-07-09,Zambia,Zimbabwe,True,COSAFA Cup,A,10,4,3,3,1.1,0.9,0.2,1.5,10,5,3,2,2.3,1.2,1.1,1.8,1,1
2017-07-11,Costa Rica,Canada,True,Gold Cup,D,10,6,2,2,1.7,0.8,0.9,2.0,10,6,1,3,2.1,1.6,0.5,1.9,1,1
2017-07-11,Honduras,French Guiana,True,Gold Cup,D,10,3,3,4,1.1,1.9,-0.8,1.2,10,6,1,3,2.1,1.1,1.0,1.9,1,1
2017-07-12,Panama,Nicaragua,True,Gold Cup,H,10,2,5,3,0.7,0.9,-0.2,1.1,10,2,1,7,0.9,1.6,-0.7,0.7,1,1
2017-07-12,United States,Martinique,False,Gold Cup,H,10,3,5,2,1.5,1.1,0.4,1.4,10,5,1,4,1.6,1.0,0.6,1.6,0,1
2017-07-13,El Salvador,Curaçao,True,Gold Cup,H,10,2,2,6,1.1,2.2,-1.1,0.8,10,6,2,2,2.5,1.1,1.4,2.0,1,1
2017-07-13,Mexico,Jamaica,True,Gold Cup,D,10,6,2,2,2.0,1.4,0.6,2.0,10,2,1,7,0.6,1.6,-1.0,0.7,1,1
2017-07-14,Thailand,North Korea,False,King's Cup,H,10,5,1,4,1.2,1.2,0.0,1.6,10,5,3,2,1.8,1.3,0.5,1.8,0,1
2017-07-14,Canada,Honduras,True,Gold Cup,D,10,5,2,3,2.0,1.6,0.4,1.7,10,2,4,4,0.9,1.8,-0.9,1.0,1,1
2017-07-14,Costa Rica,French Guiana,True,Gold Cup,H,10,5,3,2,1.4,0.6,0.8,1.8,10,6,2,2,2.0,0.9,1.1,2.0,1,1
2017-07-15,Panama,Martinique,True,Gold Cup,H,10,3,5,2,0.8,0.7,0.1,1.4,10,4,1,5,1.4,1.2,0.2,1.3,1,1
2017-07-15,United States,Nicaragua,False,Gold Cup,H,10,4,5,1,1.7,1.1,0.6,1.7,10,1,1,8,0.8,1.7,-0.9,0.4,0,1
2017-07-16,Burkina Faso,North Korea,True,King's Cup,D,10,4,4,2,1.3,1.1,0.2,1.6,10,5,3,2,1.6,1.3,0.3,1.8,1,1
2017-07-16,Curaçao,Mexico,True,Gold Cup,A,10,5,2,3,2.0,1.1,0.9,1.7,10,5,3,2,1.7,1.3,0.4,1.8,1,1
2017-07-16,Jamaica,El Salvador,True,Gold Cup,D,10,2,2,6,0.6,1.5,-0.9,0.8,10,3,2,5,1.3,1.8,-0.5,1.1,1,1
2017-07-16,Thailand,Belarus,False,King's Cup,D,10,5,1,4,1.4,1.2,0.2,1.6,10,3,2,5,0.6,1.5,-0.9,1.1,0,1
2017-07-19,Costa Rica,Panama,True,Gold Cup,H,10,5,3,2,1.5,0.6,0.9,1.8,10,4,5,1,1.1,0.6,0.5,1.7,1,1
2017-07-19,United States,El Salvador,False,Gold Cup,H,10,5,5,0,2.0,0.7,1.3,2.0,10,3,3,4,1.3,1.6,-0.3,1.2,0,1
2017-07-20,Mexico,Honduras,True,Gold Cup,H,10,5,3,2,1.6,1.3,0.3,1.8,10,1,5,4,0.8,1.8,-1.0,0.8,1,1
2017-07-20,Jamaica,Canada,True,Gold Cup,H,10,2,3,5,0.7,1.4,-0.7,0.9,10,5,3,2,1.9,1.4,0.5,1.8,1,1
2017-07-22,United States,Costa Rica,False,Gold Cup,H,10,6,4,0,2.2,0.7,1.5,2.2,10,5,3,2,1.2,0.6,0.6,1.8,0,1
2017-07-23,Mexico,Jamaica,True,Gold Cup,A,10,6,2,2,1.6,1.2,0.4,2.0,10,3,3,4,0.9,1.2,-0.3,1.2,1,1
2017-07-26,Ecuador,Trinidad and Tobago,False,Friendly,H,10,4,2,4,1.8,1.2,0.6,1.4,10,3,0,7,1.3,1.7,-0.4,0.9,0,0
2017-07-26,United States,Jamaica,False,Gold Cup,H,10,6,4,0,1.8,0.7,1.1,2.2,10,4,3,3,1.0,1.0,0.0,1.5,0,1
2017-08-05,Zambia,Ethiopia,False,Friendly,D,10,4,3,3,1.1,1.0,0.1,1.5,10,2,6,2,1.1,2.0,-0.9,1.2,0,0
2017-08-07,Rwanda,Sudan,False,Friendly,H,10,2,3,5,1.2,1.2,0.0,0.9,10,1,5,4,1.0,1.1,-0.1,0.8,0,0
2017-08-16,Andorra,Qatar,True,Friendly,A,10,1,2,7,0.2,1.7,-1.5,0.5,10,3,3,4,1.2,1.3,-0.1,1.2,1,0
2017-08-19,India,Mauritius,False,Friendly,H,10,8,0,2,2.2,1.0,1.2,2.4,10,1,3,6,0.4,1.2,-0.8,0.6,0,0
2017-08-22,Malaysia,Syria,False,Friendly,A,10,2,4,4,0.8,1.2,-0.4,1.0,10,3,5,2,0.8,0.6,0.2,1.4,0,0
2017-08-22,Mauritius,Saint Kitts and Nevis,True,Friendly,D,10,1,3,6,0.5,1.2,-0.7,0.6,10,5,1,4,0.8,1.3,-0.5,1.6,1,0
2017-08-23,Qatar,Turkmenistan,False,Friendly,H,10,4,3,3,1.1,1.0,0.1,1.5,10,4,0,6,1.0,1.8,-0.8,1.2,0,0
2017-08-24,India,Saint Kitts and Nevis,False,Friendly,D,10,9,0,1,2.4,0.7,1.7,2.7,10,4,2,4,0.7,1.4,-0.7,1.4,0,0
2017-08-24,Trinidad and Tobago,Jamaica,False,Friendly,A,10,3,0,7,1.3,1.7,-0.4,0.9,10,4,3,3,1.1,1.0,0.1,1.5,0,0
2017-08-26,Iraq,Syria,True,Friendly,D,10,3,4,3,0.9,0.7,0.2,1.3,10,4,4,2,1.0,0.7,0.3,1.6,1,0
2017-08-29,Bahrain,Jordan,False,Friendly,D,10,3,5,2,1.1,1.0,0.1,1.4,10,3,5,2,1.3,0.3,1.0,1.4,0,0
2017-08-29,Myanmar,Malaysia,False,Friendly,H,10,4,1,5,1.2,1.4,-0.2,1.3,10,2,3,5,0.8,1.3,-0.5,0.9,0,0
2017-08-29,United Arab Emirates,Saudi Arabia,False,FIFA World Cup qualification,H,10,5,1,4,1.4,1.1,0.3,1.6,10,7,1,2,2.6,1.0,1.6,2.2,0,1
2017-08-30,Oman,Afghanistan,False,Friendly,H,10,3,3,4,2.3,1.6,0.7,1.2,10,3,2,5,0.9,1.6,-0.7,1.1,0,0
2017-08-31,Japan,Australia,False,FIFA World Cup qualification,H,10,6,3,1,2.0,0.7,1.3,2.1,10,2,6,2,1.5,1.7,-0.2,1.2,0,1
2017-08-31,Guinea,Libya,False,FIFA World Cup qualification,H,10,4,2,4,1.3,1.4,-0.1,1.4,10,3,2,5,1.2,1.1,0.1,1.1,0,1
2017-08-31,Greece,Estonia,False,FIFA World Cup qualification,D,10,5,3,2,1.4,0.7,0.7,1.8,10,4,2,4,1.2,1.9,-0.7,1.4,0,1
2017-08-31,France,Netherlands,False,FIFA World Cup qualification,H,10,6,2,2,1.9,0.9,1.0,2.0,10,5,2,3,2.2,1.0,1.2,1.7,0,1
2017-08-31,Cyprus,Bosnia and Herzegovina,False,FIFA World Cup qualification,H,10,3,1,6,0.9,1.7,-0.8,1.0,10,5,3,2,2.0,1.2,0.8,1.8,0,1
2017-08-31,Belgium,Gibraltar,False,FIFA World Cup qualification,H,10,6,3,1,3.0,0.9,2.1,2.1,10,0,1,9,0.3,4.0,-3.7,0.1,0,1
2017-08-31,Bulgaria,Sweden,False,FIFA World Cup qualification,H,10,5,0,5,1.4,2.3,-0.9,1.5,10,5,2,3,1.7,1.0,0.7,1.7,0,1
2017-08-31,Brazil,Ecuador,False,FIFA World Cup qualification,H,10,9,0,1,2.6,0.3,2.3,2.7,10,5,2,3,2.0,1.1,0.9,1.7,0,1
2017-08-31,Hungary,Latvia,False,FIFA World Cup qualification,H,10,2,3,5,1.2,1.8,-0.6,0.9,10,2,1,7,0.6,2.0,-1.4,0.7,0,1
2017-08-31,South Korea,Iran,False,FIFA World Cup qualification,D,10,5,2,3,1.3,1.0,0.3,1.7,10,7,2,1,1.6,0.3,1.3,2.3,0,1
2017-08-31,China PR,Uzbekistan,False,FIFA World Cup qualification,H,10,2,4,4,1.2,1.0,0.2,1.0,10,5,1,4,1.0,0.8,0.2,1.6,0,1
2017-08-31,Luxembourg,Belarus,False,FIFA World Cup qualification,H,10,1,1,8,1.0,2.6,-1.6,0.4,10,3,2,5,0.6,1.5,-0.9,1.1,0,1
2017-08-31,Chile,Paraguay,False,FIFA World Cup qualification,A,10,3,4,3,1.3,0.9,0.4,1.3,10,2,0,8,0.5,2.2,-1.7,0.6,0,1
2017-08-31,Abkhazia,Donetsk PR,False,Friendly,A,10,5,4,1,2.0,0.7,1.3,1.9,5,1,2,2,1.2,1.2,0.0,1.0,0,0
2017-08-31,Kenya,Mauritania,True,Friendly,D,10,5,5,0,1.1,0.6,0.5,2.0,10,3,2,5,0.6,1.8,-1.2,1.1,1,0
2017-08-31,Niger,Togo,True,Friendly,A,10,3,2,5,1.0,1.1,-0.1,1.1,10,1,3,6,0.7,1.7,-1.0,0.6,1,0
2017-08-31,Peru,Bolivia,False,FIFA World Cup qualification,H,10,6,2,2,2.0,1.2,0.8,2.0,10,4,1,5,0.9,2.1,-1.2,1.3,0,1
2017-08-31,Portugal,Faroe Islands,False,FIFA World Cup qualification,H,10,7,2,1,2.5,0.7,1.8,2.3,10,2,2,6,0.6,1.9,-1.3,0.8,0,1
2017-08-31,Singapore,Hong Kong,False,Friendly,D,10,1,2,7,0.4,1.7,-1.3,0.5,10,5,2,3,1.6,1.4,0.2,1.7,0,0
2017-08-31,Syria,Qatar,True,FIFA World Cup qualification,H,10,3,5,2,1.0,0.8,0.2,1.4,10,4,3,3,1.2,1.1,0.1,1.5,1,1
2017-08-31,Venezuela,Colombia,False,FIFA World Cup qualification,D,10,1,4,5,1.2,1.9,-0.7,0.7,10,4,3,3,1.3,1.0,0.3,1.5,0,1
2017-08-31,Thailand,Iraq,False,FIFA World Cup qualification,A,10,4,2,4,1.3,1.2,0.1,1.4,10,3,5,2,0.9,0.6,0.3,1.4,0,1
2017-08-31,Uganda,Egypt,False,FIFA World Cup qualification,H,10,2,4,4,0.4,0.9,-0.5,1.0,10,6,2,2,1.0,0.4,0.6,2.0,0,1
2017-08-31,Uruguay,Argentina,False,FIFA World Cup qualification,D,10,3,1,6,1.5,1.9,-0.4,1.0,10,5,2,3,1.6,1.0,0.6,1.7,0,1
2017-08-31,Switzerland,Andorra,False,FIFA World Cup qualification,H,10,7,3,0,1.5,0.5,1.0,2.4,10,1,2,7,0.2,1.7,-1.5,0.5,0,1
2017-09-01,Cape Verde,South Africa,False,FIFA World Cup qualification,H,10,3,0,7,0.6,1.1,-0.5,0.9,10,4,4,2,1.2,0.7,0.5,1.6,0,1
2017-09-01,Morocco,Mali,False,FIFA World Cup qualification,H,10,5,0,5,1.0,0.8,0.2,1.5,10,3,3,4,1.3,1.1,0.2,1.2,0,1
2017-09-01,Czech Republic,Germany,False,FIFA World Cup qualification,A,10,4,4,2,1.7,0.8,0.9,1.6,10,7,3,0,2.5,0.7,1.8,2.4,0,1
2017-09-01,Denmark,Poland,False,FIFA World Cup qualification,H,10,5,3,2,2.1,0.8,1.3,1.8,10,6,4,0,1.9,1.0,0.9,2.2,0,1
2017-09-01,Ghana,Congo,False,FIFA World Cup qualification,D,10,4,1,5,1.1,1.0,0.1,1.3,10,1,2,7,0.7,1.6,-0.9,0.5,0,1
2017-09-01,Kazakhstan,Montenegro,False,FIFA World Cup qualification,A,10,1,3,6,0.7,2.2,-1.5,0.6,10,3,2,5,1.6,1.2,0.4,1.1,0,1
2017-09-01,Lithuania,Scotland,False,FIFA World Cup qualification,A,10,2,3,5,0.9,1.6,-0.7,0.9,10,3,3,4,1.1,1.5,-0.4,1.2,0,1
2017-09-01,Malta,England,False,FIFA World Cup qualification,A,10,1,1,8,0.5,2.0,-1.5,0.4,10,4,3,3,1.5,1.0,0.5,1.5,0,1
2017-09-01,Mexico,Panama,False,FIFA World Cup qualification,H,10,6,1,3,1.4,1.1,0.3,1.9,10,3,5,2,1.0,0.7,0.3,1.4,0,1
2017-09-01,New Zealand,Solomon Islands,False,FIFA World Cup qualification,H,10,3,1,6,0.8,1.2,-0.4,1.0,10,3,1,6,0.8,1.5,-0.7,1.0,0,1
2017-09-01,Slovakia,Slovenia,False,FIFA World Cup qualification,H,10,5,2,3,1.4,0.8,0.6,1.7,10,3,4,3,0.7,0.6,0.1,1.3,0,1
2017-09-01,Tunisia,DR Congo,False,FIFA World Cup qualification,H,10,4,0,6,1.0,1.3,-0.3,1.2,10,6,1,3,1.9,1.1,0.8,1.9,0,1
2017-09-01,Trinidad and Tobago,Honduras,False,FIFA World Cup qualification,A,10,3,0,7,1.3,1.7,-0.4,0.9,10,1,5,4,0.7,1.6,-0.9,0.8,0,1
2017-09-01,Nigeria,Cameroon,False,FIFA World Cup qualification,H,10,6,2,2,1.5,0.8,0.7,2.0,10,4,2,4,0.9,1.3,-0.4,1.4,0,1
2017-09-01,San Marino,Northern Ireland,False,FIFA World Cup qualification,A,10,0,0,10,0.1,5.2,-5.1,0.0,10,5,1,4,1.2,0.7,0.5,1.6,0,1
2017-09-01,Norway,Azerbaijan,False,FIFA World Cup qualification,H,10,2,2,6,1.2,1.7,-0.5,0.8,10,3,3,4,0.7,1.4,-0.7,1.2,0,1
2017-09-01,Romania,Armenia,False,FIFA World Cup qualification,H,10,2,4,4,1.1,1.2,-0.1,1.0,10,5,0,5,2.3,1.8,0.5,1.5,0,1
2017-09-01,United States,Costa Rica,False,FIFA World Cup qualification,A,10,7,3,0,1.9,0.7,1.2,2.4,10,4,3,3,0.9,0.8,0.1,1.5,0,1
2017-09-02,Indonesia,Fiji,False,Friendly,D,10,4,3,3,1.5,1.6,-0.1,1.5,10,2,3,5,1.0,1.6,-0.6,0.9,0,0
2017-09-02,Israel,North Macedonia,False,FIFA World Cup qualification,A,10,3,1,6,1.2,2.1,-0.9,1.0,10,3,1,6,1.5,1.7,-0.2,1.0,0,1
2017-09-02,Albania,Liechtenstein,False,FIFA World Cup qualification,H,10,4,1,5,1.0,1.2,-0.2,1.3,10,0,1,9,0.4,3.7,-3.3,0.1,0,1
2017-09-02,Canada,Jamaica,False,Friendly,H,10,4,3,3,1.7,1.5,0.2,1.5,10,4,3,3,1.2,1.1,0.1,1.5,0,0
2017-09-02,Finland,Iceland,False,FIFA World Cup qualification,H,10,1,3,6,0.7,1.4,-0.7,0.6,10,7,0,3,1.3,0.7,0.6,2.1,0,1
2017-09-02,Georgia,Republic of Ireland,False,FIFA World Cup qualification,D,10,2,4,4,1.6,1.3,0.3,1.0,10,5,3,2,1.6,0.9,0.7,1.8,0,1
2017-09-02,Gabon,Ivory Coast,False,FIFA World Cup qualification,A,10,0,8,2,0.7,0.9,-0.2,0.8,10,3,4,3,1.3,1.4,-0.1,1.3,0,1
2017-09-02,Croatia,Kosovo,False,FIFA World Cup qualification,H,10,6,2,2,1.7,0.7,1.0,2.0,10,3,2,5,1.0,2.0,-1.0,1.1,0,1
2017-09-02,Senegal,Burkina Faso,False,FIFA World Cup qualification,D,10,5,5,0,1.5,0.4,1.1,2.0,10,4,4,2,1.5,1.3,0.2,1.6,0,1
2017-09-02,Serbia,Moldova,False,FIFA World Cup qualification,H,10,3,5,2,1.4,1.3,0.1,1.4,10,1,4,5,0.9,2.0,-1.1,0.7,0,1
2017-09-02,Spain,Italy,False,FIFA World Cup qualification,H,10,7,3,0,2.9,0.7,2.2,2.4,10,8,2,0,3.1,0.5,2.6,2.6,0,1
2017-09-02,Ukraine,Turkey,False,FIFA World Cup qualification,H,10,4,2,4,1.1,0.9,0.2,1.4,10,5,4,1,1.6,0.7,0.9,1.9,0,1
2017-09-02,Wales,Austria,False,FIFA World Cup qualification,H,10,4,5,1,1.6,0.8,0.8,1.7,10,2,5,3,1.1,1.1,0.0,1.1,0,1
2017-09-02,Zambia,Algeria,False,FIFA World Cup qualification,H,10,4,4,2,1.1,0.9,0.2,1.6,10,5,3,2,2.5,1.2,1.3,1.8,0,1
2017-09-02,Mozambique,Kenya,False,Friendly,D,10,5,1,4,0.9,1.3,-0.4,1.6,10,5,5,0,1.1,0.6,0.5,2.0,0,0
2017-09-03,Estonia,Cyprus,False,FIFA World Cup qualification,H,10,4,3,3,1.2,1.4,-0.2,1.5,10,4,1,5,1.2,1.8,-0.6,1.3,0,1
2017-09-03,France,Luxembourg,False,FIFA World Cup qualification,D,10,7,1,2,2.3,0.9,1.4,2.2,10,2,1,7,1.0,2.3,-1.3,0.7,0,1
2017-09-03,Belarus,Sweden,False,FIFA World Cup qualification,A,10,3,2,5,0.5,1.2,-0.7,1.1,10,5,2,3,1.9,1.2,0.7,1.7,0,1
2017-09-03,Equatorial Guinea,Benin,False,Friendly,A,10,2,1,7,0.7,1.3,-0.6,0.7,10,4,4,2,1.6,1.4,0.2,1.6,0,0
2017-09-03,Faroe Islands,Andorra,False,FIFA World Cup qualification,H,10,2,2,6,0.6,2.2,-1.6,0.8,10,1,2,7,0.2,1.9,-1.7,0.5,0,1
2017-09-03,Hungary,Portugal,False,FIFA World Cup qualification,A,10,3,2,5,1.4,1.8,-0.4,1.1,10,7,2,1,2.6,0.7,1.9,2.3,0,1
2017-09-03,Gibraltar,Bosnia and Herzegovina,True,FIFA World Cup qualification,A,10,0,1,9,0.3,4.3,-4.0,0.1,10,5,3,2,2.1,1.2,0.9,1.8,1,1
2017-09-03,Latvia,Switzerland,False,FIFA World Cup qualification,A,10,2,0,8,0.7,2.3,-1.6,0.6,10,8,2,0,1.7,0.4,1.3,2.6,0,1
2017-09-03,Greece,Belgium,False,FIFA World Cup qualification,A,10,5,4,1,1.4,0.6,0.8,1.9,10,7,3,0,3.9,0.7,3.2,2.4,0,1
2017-09-03,Netherlands,Bulgaria,False,FIFA World Cup qualification,H,10,5,1,4,2.1,1.3,0.8,1.6,10,5,0,5,1.6,2.5,-0.9,1.5,0,1
2017-09-04,Libya,Guinea,True,FIFA World Cup qualification,H,10,2,2,6,1.0,1.4,-0.4,0.8,10,4,2,4,1.4,1.5,-0.1,1.4,1,1
2017-09-04,Armenia,Denmark,False,FIFA World Cup qualification,A,10,4,0,6,1.6,1.8,-0.2,1.2,10,5,3,2,2.1,0.8,1.3,1.8,0,1
2017-09-04,Azerbaijan,San Marino,False,FIFA World Cup qualification,H,10,3,2,5,0.7,1.6,-0.9,1.1,10,0,0,10,0.1,5.3,-5.2,0.0,0,1
2017-09-04,England,Slovakia,False,FIFA World Cup qualification,H,10,5,3,2,1.8,0.8,1.0,1.8,10,5,2,3,1.3,0.7,0.6,1.7,0,1
2017-09-04,Germany,Norway,False,FIFA World Cup qualification,H,10,8,2,0,2.7,0.8,1.9,2.6,10,2,2,6,1.1,1.5,-0.4,0.8,0,1
2017-09-04,Cameroon,Nigeria,False,FIFA World Cup qualification,D,10,4,1,5,0.9,1.7,-0.8,1.3,10,7,2,1,1.9,0.7,1.2,2.3,0,1
2017-09-04,Malawi,Togo,True,Friendly,H,10,4,2,4,0.7,0.8,-0.1,1.4,10,2,2,6,0.7,1.5,-0.8,0.8,1,0
