date,home_team,away_team,neutral,tournament,result,H_matches_played,H_wins,H_draws,H_losses,H_goals_scored,H_goals_conceded,H_goal_diff,H_points,A_matches_played,A_wins,A_draws,A_losses,A_goals_scored,A_goals_conceded,A_goal_diff,A_points,is_neutral,is_competitive
2008-07-26,South Africa,Namibia,False,COSAFA Cup,H,10,4,3,3,1.4,1.1,0.3,1.5,10,3,2,5,1.0,1.5,-0.5,1.1,0,1
2008-07-26,El Salvador,Jamaica,True,Friendly,D,10,3,4,3,2.1,0.6,1.5,1.3,10,5,3,2,2.6,1.4,1.2,1.8,1,0
2008-07-27,Zambia,Zimbabwe,True,COSAFA Cup,D,10,2,3,5,1.0,1.5,-0.5,0.9,10,4,2,4,1.2,1.3,-0.1,1.4,1,1
2008-07-27,Botswana,Mozambique,True,COSAFA Cup,A,10,3,2,5,0.9,1.2,-0.3,1.1,10,3,1,6,0.9,1.3,-0.4,1.0,1,1
2008-07-27,Curaçao,Aruba,False,CFU Caribbean Cup qualification,D,10,3,2,5,0.6,1.2,-0.6,1.1,10,0,0,10,0.7,4.2,-3.5,0.0,0,1
2008-07-29,Grenada,Aruba,True,CFU Caribbean Cup qualification,H,10,3,3,4,1.9,1.4,0.5,1.2,10,0,1,9,0.7,3.7,-3.0,0.1,1,1
2008-07-30,India,Afghanistan,False,AFC Challenge Cup,H,10,5,3,2,1.8,1.2,0.6,1.8,10,2,5,3,1.2,1.6,-0.4,1.1,0,1
2008-07-30,Madagascar,Mozambique,True,COSAFA Cup,A,10,4,5,1,1.7,1.0,0.7,1.7,10,3,1,6,1.0,1.3,-0.3,1.0,1,1
2008-07-30,South Africa,Zambia,False,COSAFA Cup,H,10,4,3,3,1.3,1.0,0.3,1.5,10,2,4,4,1.0,1.4,-0.4,1.0,0,1
2008-07-30,Trinidad and Tobago,Haiti,False,Friendly,H,10,6,2,2,1.6,0.8,0.8,2.0,10,3,3,4,0.8,1.0,-0.2,1.2,0,0
2008-07-30,Turkmenistan,Tajikistan,True,AFC Challenge Cup,D,10,2,2,6,0.9,1.5,-0.6,0.8,10,3,4,3,1.9,1.3,0.6,1.3,1,1
2008-07-31,Curaçao,Grenada,False,CFU Caribbean Cup qualification,H,10,3,2,5,0.5,1.1,-0.6,1.1,10,4,3,3,2.2,1.4,0.8,1.5,0,1
2008-07-31,Myanmar,Nepal,True,AFC Challenge Cup,H,10,5,3,2,1.0,1.5,-0.5,1.8,10,4,0,6,1.1,2.5,-1.4,1.2,1,1
2008-07-31,North Korea,Sri Lanka,True,AFC Challenge Cup,H,10,3,5,2,0.7,0.6,0.1,1.4,10,4,2,4,1.9,1.7,0.2,1.4,1,1
2008-08-01,India,Tajikistan,False,AFC Challenge Cup,D,10,6,3,1,1.8,0.8,1.0,2.1,10,3,5,2,1.7,1.0,0.7,1.4,0,1
2008-08-01,Afghanistan,Turkmenistan,True,AFC Challenge Cup,A,10,1,5,4,1.0,1.6,-0.6,0.8,10,1,3,6,0.5,1.4,-0.9,0.6,1,1
2008-08-02,Nepal,North Korea,True,AFC Challenge Cup,A,10,4,0,6,1.1,2.6,-1.5,1.2,10,4,5,1,1.0,0.5,0.5,1.7,1,1
2008-08-02,Sri Lanka,Myanmar,True,AFC Challenge Cup,A,10,4,2,4,1.9,1.6,0.3,1.4,10,5,3,2,1.1,1.4,-0.3,1.8,1,1
2008-08-03,South Africa,Mozambique,False,COSAFA Cup,H,10,5,2,3,1.3,0.9,0.4,1.7,10,4,1,5,1.2,1.1,0.1,1.3,0,1
2008-08-03,Madagascar,Zambia,True,COSAFA Cup,A,10,3,5,2,1.2,1.0,0.2,1.4,10,2,4,4,1.0,1.3,-0.3,1.0,1,1
2008-08-03,Afghanistan,Tajikistan,True,AFC Challenge Cup,A,10,1,4,5,0.8,1.9,-1.1,0.7,10,3,5,2,1.7,1.0,0.7,1.4,1,1
2008-08-03,India,Turkmenistan,False,AFC Challenge Cup,H,10,6,3,1,1.7,0.7,1.0,2.1,10,2,2,6,1.0,1.4,-0.4,0.8,0,1
2008-08-04,Nepal,Sri Lanka,True,AFC Challenge Cup,H,10,4,0,6,1.1,2.5,-1.4,1.2,10,4,2,4,2.0,1.8,0.2,1.4,1,1
2008-08-04,North Korea,Myanmar,True,AFC Challenge Cup,H,10,4,5,1,1.0,0.5,0.5,1.7,10,5,3,2,1.2,1.4,-0.2,1.8,1,1
2008-08-06,Guatemala,Bolivia,True,Friendly,H,10,4,2,4,1.3,0.9,0.4,1.4,10,3,1,6,1.0,2.1,-1.1,1.0,1,0
2008-08-07,North Korea,Tajikistan,True,AFC Challenge Cup,A,10,5,4,1,1.0,0.4,0.6,1.9,10,4,4,2,2.0,0.9,1.1,1.6,1,1
2008-08-07,Iran,Palestine,False,WAFF Championship,H,10,4,5,1,1.0,0.5,0.5,1.7,10,2,2,6,1.8,1.6,0.2,0.8,0,1
2008-08-07,Syria,Jordan,True,WAFF Championship,D,10,4,2,4,1.2,1.3,-0.1,1.4,10,3,1,6,1.0,1.5,-0.5,1.0,1,1
2008-08-07,India,Myanmar,False,AFC Challenge Cup,H,10,6,3,1,1.6,0.8,0.8,2.1,10,5,2,3,1.1,1.4,-0.3,1.7,0,1
2008-08-08,Guyana,Dominica,False,CFU Caribbean Cup qualification,H,10,3,2,5,1.4,1.4,0.0,1.1,10,0,3,7,0.2,1.9,-1.7,0.3,0,1
2008-08-09,Oman,Syria,True,WAFF Championship,A,10,5,3,2,1.1,0.9,0.2,1.8,10,4,3,3,1.1,1.1,0.0,1.5,1,1
2008-08-09,Dominica,Suriname,True,CFU Caribbean Cup qualification,A,10,0,3,7,0.2,2.1,-1.9,0.3,10,5,1,4,1.5,1.4,0.1,1.6,1,1
2008-08-09,Palestine,Qatar,True,WAFF Championship,A,10,1,2,7,0.7,1.9,-1.2,0.5,10,5,2,3,1.1,1.1,0.0,1.7,1,1
2008-08-10,Haiti,Trinidad and Tobago,False,Friendly,H,10,3,2,5,0.8,1.2,-0.4,1.1,10,6,2,2,1.7,0.8,0.9,2.0,0,0
2008-08-10,Guyana,Suriname,False,CFU Caribbean Cup qualification,D,10,3,2,5,1.4,1.2,0.2,1.1,10,6,1,3,1.8,1.0,0.8,1.9,0,1
2008-08-11,Iran,Qatar,False,WAFF Championship,H,10,5,4,1,1.3,0.5,0.8,1.9,10,6,2,2,1.2,0.8,0.4,2.0,0,1
2008-08-13,India,Tajikistan,False,AFC Challenge Cup,H,10,7,2,1,1.5,0.6,0.9,2.3,10,4,4,2,1.6,0.9,0.7,1.6,0,1
2008-08-13,Jordan,Qatar,True,WAFF Championship,H,10,2,2,6,0.8,1.4,-0.6,0.8,10,6,2,2,1.2,1.2,0.0,2.0,1,1
2008-08-13,Iran,Syria,False,WAFF Championship,H,10,6,3,1,1.9,0.6,1.3,2.1,10,5,2,3,1.3,1.2,0.1,1.7,0,1
2008-08-13,Myanmar,North Korea,True,AFC Challenge Cup,A,10,5,1,4,1.1,1.5,-0.4,1.6,10,5,3,2,0.9,0.4,0.5,1.8,1,1
2008-08-14,El Salvador,Trinidad and Tobago,True,Friendly,A,10,3,4,3,2.1,0.6,1.5,1.3,10,6,1,3,1.5,0.7,0.8,1.9,1,0
2008-08-15,Iran,Jordan,False,WAFF Championship,H,10,7,2,1,2.1,0.6,1.5,2.3,10,3,2,5,1.1,1.3,-0.2,1.1,0,1
2008-08-19,Australia,South Africa,True,Friendly,D,10,5,2,3,0.9,0.4,0.5,1.7,10,6,2,2,1.4,0.7,0.7,2.0,1,0
2008-08-19,Gabon,Mali,True,Friendly,H,10,4,3,3,1.1,1.1,0.0,1.5,10,4,1,5,1.6,1.6,0.0,1.3,1,0
2008-08-20,Albania,Liechtenstein,False,Friendly,H,10,3,3,4,1.2,1.3,-0.1,1.2,10,2,1,7,0.8,2.7,-1.9,0.7,0,0
2008-08-20,Algeria,United Arab Emirates,True,Friendly,H,10,3,1,6,1.2,1.5,-0.3,1.0,10,2,4,4,0.8,1.4,-0.6,1.0,1,0
2008-08-20,Bahrain,Burkina Faso,False,Friendly,H,10,7,2,1,1.3,0.7,0.6,2.3,10,4,0,6,1.4,1.8,-0.4,1.2,0,0
2008-08-20,Belarus,Argentina,False,Friendly,D,10,4,3,3,1.6,1.3,0.3,1.5,10,6,3,1,1.6,0.4,1.2,2.1,0,0
2008-08-20,Bolivia,Panama,False,Friendly,H,10,3,1,6,1.0,2.3,-1.3,1.0,10,3,4,3,0.9,1.0,-0.1,1.3,0,0
2008-08-20,Bosnia and Herzegovina,Bulgaria,False,Friendly,A,10,2,1,7,0.9,1.8,-0.9,0.7,10,7,1,2,1.4,0.6,0.8,2.2,0,0
2008-08-20,Canada,Jamaica,False,FIFA World Cup qualification,D,10,3,3,4,1.5,1.4,0.1,1.2,10,4,4,2,2.4,1.4,1.0,1.6,0,1
2008-08-20,Costa Rica,El Salvador,False,FIFA World Cup qualification,H,10,1,7,2,1.2,1.2,0.0,1.0,10,2,4,4,1.0,0.9,0.1,1.0,0,1
2008-08-20,Libya,Senegal,False,Friendly,D,10,4,3,3,1.4,1.2,0.2,1.5,10,4,4,2,1.5,1.4,0.1,1.6,0,0
2008-08-20,Denmark,Spain,False,Friendly,A,10,4,4,2,1.7,1.0,0.7,1.6,10,9,1,0,1.7,0.4,1.3,2.8,0,0
2008-08-20,Cuba,Trinidad and Tobago,False,FIFA World Cup qualification,A,10,3,2,5,1.3,2.0,-0.7,1.1,10,6,1,3,1.6,0.8,0.8,1.9,0,1
2008-08-20,Kazakhstan,Andorra,False,FIFA World Cup qualification,H,10,1,2,7,0.5,1.9,-1.4,0.5,10,0,0,10,0.2,2.8,-2.6,0.0,0,1
2008-08-20,Finland,Israel,False,Friendly,H,10,1,6,3,0.5,0.8,-0.3,0.9,10,7,0,3,1.2,0.9,0.3,2.1,0,0
2008-08-20,Germany,Belgium,False,Friendly,H,10,7,1,2,2.1,1.0,1.1,2.2,10,3,2,5,1.2,1.7,-0.5,1.1,0,0
2008-08-20,Guatemala,United States,False,FIFA World Cup qualification,A,10,4,2,4,1.3,0.7,0.6,1.4,10,6,2,2,1.8,0.5,1.3,2.0,0,1
2008-08-20,Guinea,Ivory Coast,True,Friendly,A,10,5,2,3,1.9,1.3,0.6,1.7,10,3,3,4,1.5,1.3,0.2,1.2,1,0
2008-08-20,Haiti,Suriname,False,FIFA World Cup qualification,D,10,4,2,4,0.9,1.1,-0.2,1.4,10,5,2,3,1.8,1.1,0.7,1.7,0,1
2008-08-20,Hungary,Montenegro,False,Friendly,D,10,4,2,4,1.0,1.3,-0.3,1.4,9,4,1,4,1.2222222222222223,1.3333333333333333,-0.1111111111111111,1.4444444444444444,0,0
2008-08-20,Iceland,Azerbaijan,False,Friendly,D,10,4,0,6,1.1,1.6,-0.5,1.2,10,2,2,6,0.8,1.7,-0.9,0.8,0,0
2008-08-20,Italy,Austria,True,Friendly,D,10,6,2,2,1.6,0.9,0.7,2.0,10,2,3,5,1.3,1.5,-0.2,0.9,1,0
2008-08-20,Japan,Uruguay,False,Friendly,A,10,5,4,1,1.2,0.4,0.8,1.9,10,3,5,2,2.2,1.2,1.0,1.4,0,0
2008-08-20,England,Czech Republic,False,Friendly,D,10,7,0,3,2.0,0.7,1.3,2.1,10,6,1,3,1.8,1.1,0.7,1.9,0,0
2008-08-20,Estonia,Malta,False,Friendly,H,10,3,2,5,0.9,1.1,-0.2,1.1,10,2,0,8,1.2,2.3,-1.1,0.6,0,0
2008-08-20,DR Congo,Togo,True,Friendly,H,10,4,5,1,1.9,0.7,1.2,1.7,10,5,0,5,1.5,1.4,0.1,1.5,1,0
2008-08-20,Colombia,Ecuador,True,Friendly,A,10,3,4,3,1.2,1.0,0.2,1.3,10,3,2,5,1.6,1.9,-0.3,1.1,1,0
2008-08-20,Slovakia,Greece,False,Friendly,A,10,2,2,6,1.9,1.9,0.0,0.8,10,5,1,4,1.6,1.1,0.5,1.6,0,0
2008-08-20,Lithuania,Moldova,False,Friendly,H,10,5,0,5,1.1,1.4,-0.3,1.5,10,5,2,3,1.4,1.0,0.4,1.7,0,0
2008-08-20,Luxembourg,North Macedonia,False,Friendly,A,10,1,2,7,0.3,1.7,-1.4,0.5,10,2,5,3,1.1,1.1,0.0,1.1,0,0
2008-08-20,Russia,Netherlands,False,Friendly,D,10,7,0,3,2.0,1.3,0.7,2.1,10,7,1,2,2.4,1.0,1.4,2.2,0,0
2008-08-20,Romania,Latvia,False,Friendly,H,10,5,2,3,1.7,0.6,1.1,1.7,10,7,0,3,2.0,1.2,0.8,2.1,0,0
2008-08-20,Qatar,Tajikistan,False,Friendly,H,10,5,2,3,1.0,1.4,-0.4,1.7,10,4,4,2,1.7,1.1,0.6,1.6,0,0
2008-08-20,Portugal,Faroe Islands,False,Friendly,H,10,5,1,4,1.4,1.2,0.2,1.6,10,0,0,10,0.7,3.2,-2.5,0.0,0,0
2008-08-20,Saudi Arabia,Paraguay,True,Friendly,D,10,9,0,1,2.2,0.7,1.5,2.7,10,4,3,3,1.4,1.1,0.3,1.5,1,0
2008-08-20,Mozambique,Eswatini,False,Friendly,H,10,4,1,5,1.3,1.1,0.2,1.3,10,2,5,3,0.9,1.4,-0.5,1.1,0,0
2008-08-20,Morocco,Benin,False,Friendly,H,10,7,0,3,2.5,1.2,1.3,2.1,10,4,0,6,1.3,1.7,-0.4,1.2,0,0
2008-08-20,Mexico,Honduras,False,FIFA World Cup qualification,H,10,5,2,3,2.4,1.5,0.9,1.7,10,8,2,0,2.0,0.6,1.4,2.6,0,1
2008-08-20,Oman,Uzbekistan,False,Friendly,H,10,4,3,3,1.1,1.1,0.0,1.5,10,6,2,2,2.5,1.3,1.2,2.0,0,0
2008-08-20,Norway,Republic of Ireland,False,Friendly,D,10,5,2,3,1.9,1.4,0.5,1.7,10,2,6,2,1.2,0.9,0.3,1.2,0,0
2008-08-20,Sudan,Egypt,False,Friendly,H,10,1,1,8,0.4,2.6,-2.2,0.4,10,7,1,2,1.9,0.7,1.2,2.2,0,0
2008-08-20,Slovenia,Croatia,False,Friendly,A,10,3,2,5,0.7,1.0,-0.3,1.1,10,5,3,2,1.1,1.1,0.0,1.8,0,0
2008-08-20,Sweden,France,False,Friendly,A,10,4,1,5,0.7,0.9,-0.2,1.3,10,3,4,3,0.9,1.1,-0.2,1.3,0,0
2008-08-20,Switzerland,Cyprus,False,Friendly,H,10,4,0,6,1.2,1.2,0.0,1.2,10,4,2,4,1.2,1.3,-0.1,1.4,0,0
2008-08-20,Tanzania,Ghana,False,Friendly,D,10,2,4,4,0.8,1.0,-0.2,1.0,10,6,0,4,1.7,1.1,0.6,1.8,0,0
2008-08-20,Scotland,Northern Ireland,False,Friendly,D,10,6,1,3,1.4,1.0,0.4,1.9,10,5,1,4,1.7,1.1,0.6,1.6,0,0
2008-08-20,Tunisia,Angola,False,Friendly,D,10,6,2,2,1.6,0.9,0.7,2.0,10,3,4,3,1.5,1.3,0.2,1.3,0,0
2008-08-20,Turkey,Chile,False,Friendly,H,10,4,3,3,1.5,1.4,0.1,1.5,10,5,3,2,1.2,0.8,0.4,1.8,0,0
2008-08-20,Ukraine,Poland,False,Friendly,H,10,3,3,4,1.4,1.4,0.0,1.2,10,3,4,3,1.0,1.1,-0.1,1.3,0,0
2008-08-20,Venezuela,Syria,False,Friendly,H,10,4,3,3,1.2,1.2,0.0,1.5,10,5,1,4,1.2,1.3,-0.1,1.6,0,0
2008-08-20,Wales,Georgia,False,Friendly,A,10,5,2,3,1.6,1.2,0.4,1.7,10,2,3,5,0.9,1.7,-0.8,0.9,0,0
2008-08-20,Zimbabwe,Botswana,False,Friendly,H,10,4,3,3,1.0,0.9,0.1,1.5,10,3,2,5,0.9,1.3,-0.4,1.1,0,0
2008-08-21,Indonesia,Cambodia,False,Friendly,H,10,4,1,5,0.9,1.8,-0.9,1.3,10,2,1,7,1.3,3.0,-1.7,0.7,0,0
2008-08-22,Cambodia,Myanmar,True,Friendly,A,10,1,1,8,0.9,3.6,-2.7,0.4,10,5,0,5,1.1,1.9,-0.8,1.5,1,0
2008-08-24,Qatar,North Korea,False,Friendly,H,10,5,2,3,1.3,1.4,-0.1,1.7,10,6,3,1,1.2,0.1,1.1,2.1,0,0
2008-08-24,Libya,Chad,False,Friendly,H,10,4,4,2,1.4,1.1,0.3,1.6,10,2,2,6,0.7,1.9,-1.2,0.8,0,0
2008-08-25,Indonesia,Myanmar,False,Friendly,H,10,4,1,5,1.4,1.7,-0.3,1.3,10,5,0,5,1.7,2.0,-0.3,1.5,0,0
2008-08-27,Bermuda,Antigua and Barbuda,True,CFU Caribbean Cup qualification,A,10,5,1,4,1.6,1.3,0.3,1.6,10,5,0,5,2.0,1.8,0.2,1.5,1,1
2008-08-27,Cayman Islands,Saint Martin,False,CFU Caribbean Cup qualification,H,10,1,1,8,0.6,2.6,-2.0,0.4,10,0,2,8,0.5,3.8,-3.3,0.2,0,1
2008-08-27,Iran,Azerbaijan,False,Friendly,H,10,8,2,0,2.3,0.6,1.7,2.6,10,1,3,6,0.6,1.6,-1.0,0.6,0,0
2008-08-28,Libya,Niger,False,Friendly,H,10,5,3,2,1.6,1.0,0.6,1.8,10,1,2,7,0.7,1.7,-1.0,0.5,0,0
2008-08-29,United Arab Emirates,Bahrain,False,Friendly,A,10,2,4,4,0.8,1.0,-0.2,1.0,10,7,2,1,1.4,0.7,0.7,2.3,0,0
2008-08-29,Uzbekistan,North Korea,False,Friendly,D,10,6,1,3,2.5,1.5,1.0,1.9,10,6,2,2,1.3,0.3,1.0,2.0,0,0
2008-08-30,Suriname,French Guiana,False,Friendly,H,10,4,3,3,1.9,1.3,0.6,1.5,10,3,3,4,1.2,1.4,-0.2,1.2,0,0
2008-08-30,Saint Martin,Bermuda,True,CFU Caribbean Cup qualification,A,10,0,2,8,0.2,3.3,-3.1,0.2,10,5,1,4,1.5,1.5,0.0,1.6,1,1
2008-08-30,Cayman Islands,Antigua and Barbuda,False,CFU Caribbean Cup qualification,D,10,2,1,7,0.9,2.3,-1.4,0.7,10,6,0,4,2.3,1.5,0.8,1.8,0,1
2008-08-30,Saudi Arabia,Qatar,False,Friendly,H,10,8,1,1,2.1,0.8,1.3,2.5,10,6,1,3,1.4,1.4,0.0,1.9,0,0
2008-08-31,Antigua and Barbuda,Saint Martin,True,CFU Caribbean Cup qualification,H,10,6,1,3,2.4,1.3,1.1,1.9,10,0,2,8,0.1,3.3,-3.2,0.2,1,1
2008-08-31,Cayman Islands,Bermuda,False,CFU Caribbean Cup qualification,D,10,2,2,6,0.9,2.2,-1.3,0.8,10,5,1,4,1.8,1.3,0.5,1.6,0,1
2008-09-03,Trinidad and Tobago,Guyana,False,Friendly,H,10,6,1,3,1.6,0.9,0.7,1.9,10,2,3,5,1.1,1.3,-0.2,0.9,0,0
2008-09-05,South Korea,Jordan,False,Friendly,H,10,4,5,1,1.5,0.8,0.7,1.7,10,3,2,5,1.1,1.3,-0.2,1.1,0,0
2008-09-05,Libya,Ghana,False,FIFA World Cup qualification,H,10,6,3,1,2.2,1.0,1.2,2.1,10,5,1,4,1.6,1.2,0.4,1.6,0,1
2008-09-05,Algeria,Senegal,False,FIFA World Cup qualification,H,10,4,1,5,1.0,1.1,-0.1,1.3,10,4,5,1,1.5,1.1,0.4,1.7,0,1
2008-09-05,Djibouti,Malawi,False,FIFA World Cup qualification,A,10,1,0,9,0.8,5.0,-4.2,0.3,10,6,1,3,1.8,0.7,1.1,1.9,0,1
2008-09-06,Albania,Sweden,False,FIFA World Cup qualification,D,10,4,2,4,1.4,1.3,0.1,1.4,10,3,1,6,0.7,1.1,-0.4,1.0,0,1
2008-09-06,Colombia,Uruguay,False,FIFA World Cup qualification,A,10,3,3,4,1.2,1.1,0.1,1.2,10,4,4,2,2.5,1.3,1.2,1.6,0,1
2008-09-06,Cape Verde,Cameroon,False,FIFA World Cup qualification,A,10,4,4,2,0.8,0.9,-0.1,1.6,10,7,1,2,2.1,0.9,1.2,2.2,0,1
2008-09-06,Burkina Faso,Tunisia,False,FIFA World Cup qualification,D,10,4,0,6,1.5,1.8,-0.3,1.2,10,5,3,2,1.6,1.0,0.6,1.8,0,1
2008-09-06,Belgium,Estonia,False,FIFA World Cup qualification,H,10,3,2,5,1.1,1.7,-0.6,1.1,10,4,2,4,1.1,1.1,0.0,1.4,0,1
2008-09-06,Mauritania,Rwanda,False,FIFA World Cup qualification,A,10,2,3,5,1.3,1.8,-0.5,0.9,10,5,3,2,2.0,0.8,1.2,1.8,0,1
2008-09-06,Austria,France,False,FIFA World Cup qualification,H,10,1,4,5,1.2,1.5,-0.3,0.7,10,4,3,3,1.0,1.1,-0.1,1.5,0,1
2008-09-06,Armenia,Turkey,False,FIFA World Cup qualification,A,10,3,3,4,0.6,1.0,-0.4,1.2,10,5,2,3,1.6,1.4,0.2,1.7,0,1
2008-09-06,Croatia,Kazakhstan,False,FIFA World Cup qualification,H,10,6,3,1,1.4,1.1,0.3,2.1,10,2,1,7,0.6,1.7,-1.1,0.7,0,1
2008-09-06,Andorra,England,True,FIFA World Cup qualification,A,10,0,0,10,0.2,2.8,-2.6,0.0,10,6,1,3,1.9,0.9,1.0,1.9,1,1
2008-09-06,Bahrain,Japan,False,FIFA World Cup qualification,A,10,7,2,1,1.6,0.9,0.7,2.3,10,5,3,2,1.2,0.6,0.6,1.8,0,1
2008-09-06,Cuba,United States,False,FIFA World Cup qualification,A,10,3,2,5,1.3,2.0,-0.7,1.1,10,6,2,2,1.8,0.5,1.3,2.0,0,1
2008-09-06,Georgia,Republic of Ireland,True,FIFA World Cup qualification,A,10,3,2,5,1.0,1.7,-0.7,1.1,10,2,6,2,1.2,0.9,0.3,1.2,1,1
2008-09-06,Ecuador,Bolivia,False,FIFA World Cup qualification,H,10,3,2,5,1.2,1.8,-0.6,1.1,10,4,1,5,1.1,2.1,-1.0,1.3,0,1
2008-09-06,Fiji,Vanuatu,False,Oceania Nations Cup,H,10,5,2,3,3.3,1.2,2.1,1.7,10,4,1,5,2.6,1.7,0.9,1.3,0,1
2008-09-06,Gambia,Liberia,False,FIFA World Cup qualification,H,10,3,5,2,0.8,0.8,0.0,1.4,10,2,3,5,1.1,1.9,-0.8,0.9,0,1
2008-09-06,Hungary,Denmark,False,FIFA World Cup qualification,D,10,3,3,4,1.2,1.6,-0.4,1.2,10,4,3,3,1.7,1.3,0.4,1.5,0,1
2008-09-06,Israel,Switzerland,False,FIFA World Cup qualification,D,10,6,0,4,1.0,1.0,0.0,1.8,10,4,0,6,1.3,1.2,0.1,1.2,0,1
2008-09-06,Kenya,Namibia,False,FIFA World Cup qualification,H,10,3,4,3,1.2,0.9,0.3,1.3,10,3,2,5,1.0,1.5,-0.5,1.1,0,1
2008-09-06,Cyprus,Italy,False,FIFA World Cup qualification,A,10,4,2,4,1.3,1.6,-0.3,1.4,10,5,3,2,1.6,1.1,0.5,1.8,0,1
2008-09-06,Liechtenstein,Germany,False,FIFA World Cup qualification,A,10,1,1,8,0.7,2.9,-2.2,0.4,10,7,1,2,2.0,1.0,1.0,2.2,0,1
2008-09-06,Luxembourg,Greece,False,FIFA World Cup qualification,A,10,1,2,7,0.4,1.8,-1.4,0.5,10,5,1,4,1.3,1.1,0.2,1.6,0,1
2008-09-06,North Macedonia,Scotland,False,FIFA World Cup qualification,H,10,3,5,2,1.4,1.0,0.4,1.4,10,5,2,3,1.3,1.0,0.3,1.7,0,1
2008-09-06,Malta,Portugal,False,FIFA World Cup qualification,A,10,2,0,8,1.3,2.4,-1.1,0.6,10,5,1,4,1.7,1.1,0.6,1.6,0,1
2008-09-06,Argentina,Paraguay,False,FIFA World Cup qualification,D,10,5,4,1,1.4,0.4,1.0,1.9,10,3,4,3,1.4,1.2,0.2,1.3,0,1
2008-09-06,Martinique,French Guiana,False,Friendly,H,10,4,3,3,1.2,1.2,0.0,1.5,10,3,3,4,1.2,1.4,-0.2,1.2,0,0
2008-09-06,Oman,Morocco,False,Friendly,D,10,4,3,3,1.2,1.1,0.1,1.5,10,7,0,3,2.5,1.3,1.2,2.1,0,0
2008-09-06,Mauritius,Tanzania,False,FIFA World Cup qualification,A,10,0,4,6,0.7,2.2,-1.5,0.4,10,1,5,4,0.7,1.0,-0.3,0.8,0,1
2008-09-06,Seychelles,Burundi,False,FIFA World Cup qualification,A,10,2,2,6,1.4,1.7,-0.3,0.8,10,3,2,5,0.6,1.0,-0.4,1.1,0,1
2008-09-06,Montenegro,Bulgaria,False,FIFA World Cup qualification,D,10,4,2,4,1.4,1.5,-0.1,1.4,10,7,1,2,1.4,0.7,0.7,2.2,0,1
2008-09-06,Netherlands,Australia,False,Friendly,A,10,7,2,1,2.4,0.9,1.5,2.3,10,5,3,2,1.1,0.5,0.6,1.8,0,0
2008-09-06,Norway,Iceland,False,FIFA World Cup qualification,D,10,4,3,3,1.6,1.5,0.1,1.5,10,3,1,6,1.0,1.6,-0.6,1.0,0,1
2008-09-06,Peru,Venezuela,False,FIFA World Cup qualification,H,10,1,3,6,0.8,2.4,-1.6,0.6,10,4,3,3,1.5,1.3,0.2,1.5,0,1
2008-09-06,Poland,Slovenia,False,FIFA World Cup qualification,D,10,3,3,4,0.8,1.0,-0.2,1.2,10,3,2,5,0.9,1.1,-0.2,1.1,0,1
2008-09-06,Qatar,Uzbekistan,False,FIFA World Cup qualification,H,10,5,1,4,1.3,1.5,-0.2,1.6,10,6,2,2,2.3,1.2,1.1,2.0,0,1
2008-09-06,Romania,Lithuania,False,FIFA World Cup qualification,A,10,5,2,3,1.7,0.6,1.1,1.7,10,6,0,4,1.3,1.1,0.2,1.8,0,1
2008-09-06,Saudi Arabia,Iran,False,FIFA World Cup qualification,D,10,8,1,1,2.1,0.8,1.3,2.5,10,9,1,0,2.2,0.4,1.8,2.8,0,1
2008-09-06,Serbia,Faroe Islands,False,FIFA World Cup qualification,H,10,2,5,3,1.4,1.2,0.2,1.1,10,0,0,10,0.7,3.5,-2.8,0.0,0,1
2008-09-06,New Caledonia,New Zealand,False,Oceania Nations Cup,A,10,7,3,0,2.1,0.7,1.4,2.4,10,4,2,4,1.4,2.1,-0.7,1.4,0,1
2008-09-06,Ukraine,Belarus,False,FIFA World Cup qualification,H,10,4,2,4,1.4,1.3,0.1,1.4,10,4,4,2,1.6,1.2,0.4,1.6,0,1
2008-09-06,Sierra Leone,Equatorial Guinea,False,FIFA World Cup qualification,H,10,2,2,6,0.4,1.2,-0.8,0.8,10,3,2,5,0.8,1.4,-0.6,1.1,0,1
2008-09-06,Spain,Bosnia and Herzegovina,False,FIFA World Cup qualification,H,10,9,1,0,1.9,0.4,1.5,2.8,10,1,1,8,0.9,2.0,-1.1,0.4,0,1
2008-09-06,Sudan,Chad,True,FIFA World Cup qualification,A,10,2,1,7,0.8,2.4,-1.6,0.7,10,2,2,6,0.7,2.0,-1.3,0.8,1,1
2008-09-06,Trinidad and Tobago,Guatemala,False,FIFA World Cup qualification,D,10,7,1,2,1.9,0.6,1.3,2.2,10,4,2,4,1.3,0.7,0.6,1.4,0,1
2008-09-06,Moldova,Latvia,False,FIFA World Cup qualification,A,10,5,2,3,1.3,1.1,0.2,1.7,10,6,0,4,1.9,1.3,0.6,1.8,0,1
2008-09-06,United Arab Emirates,North Korea,False,FIFA World Cup qualification,A,10,2,3,5,1.0,1.3,-0.3,0.9,10,6,2,2,1.3,0.3,1.0,2.0,0,1
2008-09-06,Wales,Azerbaijan,False,FIFA World Cup qualification,H,10,5,2,3,1.7,1.2,0.5,1.7,10,1,2,7,0.5,1.6,-1.1,0.5,0,1
2008-09-06,Canada,Honduras,False,FIFA World Cup qualification,A,10,3,4,3,1.5,1.3,0.2,1.3,10,7,2,1,1.9,0.7,1.2,2.3,0,1
